anime_id,title,source,rating,score,scored_by,premiered,studio
6835,umi no mizu wa naze karai,original,g - all ages,5.72,394,unknown,
19401,kuusou no sora tobu kikaitachi,original,g - all ages,6.28,86,unknown,studio ghibli
15847,iron man: rise of technovore,unknown,pg-13 - teens 13 or older,6.37,2324,unknown,madhouse
28047,kokoro no chikara,unknown,g - all ages,5.2,111,unknown,
25833,zephyr,unknown,pg-13 - teens 13 or older,6.23,148,unknown,satelight
30340,direct animation,unknown,g - all ages,4.45,100,unknown,
6989,uchuu ace,unknown,g - all ages,6.26,27,spring 1965,tatsunoko production
30116,yancharu moncha,unknown,pg - children,5.73,11,spring 1999,
1005,star ocean ex,game,pg-13 - teens 13 or older,6.67,4664,spring 2001,studio deen
2688,akai koudan zillion,game,pg-13 - teens 13 or older,6.74,617,spring 1987,production i.g
2536,angelique: shiroi tsubasa no memoire,unknown,pg - children,6.05,712,unknown,
35683,midnight crazy trail,original,none,0,0,unknown,picona
2289,akihabara dennou-gumi: 2011-nen no natsuyasumi,original,pg-13 - teens 13 or older,6.81,643,unknown,production i.g
29777,baka baka baka na sekai,original,g - all ages,4.33,454,unknown,
11785,haiyore! nyaruko-san,light novel,pg-13 - teens 13 or older,7.2,92241,spring 2012,xebec
36057,eto wa merry-go-round,original,g - all ages,3.6,10,unknown,
1098,samurai girl real bout high school,light novel,pg-13 - teens 13 or older,6.02,3073,summer 2001,gonzo
1006,tenchi muyou! in love,unknown,pg-13 - teens 13 or older,7.5,9082,unknown,aic
32087,osomatsu-kun (1988): appare! chibita no onitaiji zansu,manga,g - all ages,6.34,41,unknown,studio pierrot
29834,moshidora recap,unknown,pg-13 - teens 13 or older,5.86,72,unknown,production i.g
9907,bokura no live kimi to no life,music,pg-13 - teens 13 or older,7.2,6779,unknown,sunrise
19279,pony metal u-gaim promotion film,unknown,g - all ages,5.45,171,unknown,
16784,marin x,unknown,none,4.56,18,unknown,
35143,yoshida no matsue beauty daisakusen prologue,original,g - all ages,3.77,30,unknown,
7473,rennyo to sono haha,unknown,pg - children,6.21,19,unknown,
32800,jijii: owari no hajimari,music,pg-13 - teens 13 or older,5.17,62,unknown,
4475,toshi wo totta wani,unknown,g - all ages,6.43,997,unknown,
10506,shiawase haitatsu taneko,original,none,5.46,13,spring 2011,kachidoki studio
5504,shinkyoku soukai polyphonica crimson s,light novel,pg-13 - teens 13 or older,7.28,7109,spring 2009,diomedea
29459,pata pata mama,music,g - all ages,5.02,63,unknown,
24315,popo loouise,music,g - all ages,5.57,65,unknown,
2999,hi no tori: yamato-hen,manga,pg-13 - teens 13 or older,6.95,536,unknown,madhouse
37481,ongaku shoujo (tv),original,none,0,0,summer 2018,studio deen
36049,dagashi kashi 2,manga,pg-13 - teens 13 or older,6.98,18779,winter 2018,tezuka productions
32212,ensemble stars! the animation,game,none,0,0,unknown,david production
37446,hyakuren no haou to seiyaku no valkyria,light novel,none,0,0,summer 2018,emt²
2460,maison ikkoku: kanketsu-hen,unknown,pg-13 - teens 13 or older,7.42,1795,unknown,
34119,escalator-jou no hokou no kiken-sei,original,g - all ages,3.39,28,unknown,
3745,crayon shin-chan movie 02: buriburi oukoku no hihou,manga,g - all ages,7.12,1601,unknown,shin-ei animation
23721,carino coni,unknown,pg - children,6.94,16,spring 2014,
35980,oh! 96-kku,original,g - all ages,4.17,23,unknown,
36946,dragon ball super movie,manga,pg-13 - teens 13 or older,0,0,unknown,toei animation
34008,days (tv) ova,manga,pg-13 - teens 13 or older,6.77,342,unknown,mappa
25291,yomiuri shimbun,unknown,g - all ages,4.96,192,unknown,studio ghibli
332,dokidoki♡densetsu: mahoujin guruguru,manga,g - all ages,7.38,875,spring 2000,nippon animation
5037,terra e... (tv) specials,unknown,pg-13 - teens 13 or older,6.85,803,unknown,minami machi bugyousho
33258,qin shi ming yue: guoqing tebie pian,novel,pg-13 - teens 13 or older,3.9,39,unknown,
37422,cinderella girls gekijou 3rd season,4-koma manga,pg-13 - teens 13 or older,0,0,summer 2018,gathering
8626,good morning,music,g - all ages,5.77,1251,unknown,olm
29613,perman: birdman ga yatte kita!!,unknown,pg - children,5.64,36,unknown,shin-ei animation
2882,anime oyako gekijou,original,g - all ages,5.92,544,fall 1981,tatsunoko production
6574,hanamaru youchien,manga,pg-13 - teens 13 or older,7.4,22448,winter 2010,gainax
6303,perman,unknown,pg - children,6.47,417,spring 1967,
35407,rhythm,original,g - all ages,4.43,75,unknown,
16303,chikkun takkun,manga,pg - children,6,13,spring 1984,"studio pierrot, studio gallop"
20799,norman the snowman: kita no kuni no aurora (kari),unknown,g - all ages,6.4,5,unknown,
19945,zoku natsume yuujinchou: 3d nyanko-sensei gekijou,manga,g - all ages,5.35,1475,unknown,brain&#039
18967,zukkoke sannin-gumi: zukkoke jikuu bouken,unknown,pg-13 - teens 13 or older,5.85,13,unknown,
22239,mahou no yousei persia pilot,original,pg - children,5.55,57,unknown,studio pierrot
33542,mameshiba gakuen,original,g - all ages,5.14,43,unknown,
3932,magnerobo ga-keen,original,pg-13 - teens 13 or older,6.41,134,fall 1976,toei animation
3356,mahoutsukai sally,unknown,g - all ages,6.46,503,winter 1967,toei animation
29455,cabbage ufo,music,g - all ages,5.11,82,unknown,
932,ichigeki sacchuu!! hoihoi-san,manga,pg-13 - teens 13 or older,6.14,3311,unknown,daume
32748,la primavera,music,g - all ages,5.84,96,unknown,
10378,shinryaku!? ika musume,manga,pg-13 - teens 13 or older,7.59,29853,fall 2011,diomedea
4807,mashin eiyuuden wataru 2,unknown,g - all ages,6.97,210,spring 1990,sunrise
37618,meng qi shi shen,novel,pg-13 - teens 13 or older,0,0,unknown,wawayu animation
37244,gan gan ganko-chan 2nd season,original,g - all ages,4.33,3,winter 2018,10gauge
24807,kawaii cook-san,unknown,g - all ages,4.83,86,unknown,kachidoki studio
5080,quiz magic academy: the original animation,game,pg-13 - teens 13 or older,6.21,3902,unknown,aic plus+
33589,vivid strike!,original,pg-13 - teens 13 or older,7.26,8997,fall 2016,seven arcs pictures
5583,sonic: night of the werehog,game,g - all ages,6.55,2863,unknown,marza animation planet
7588,saraiya goyou,manga,pg-13 - teens 13 or older,7.89,17560,spring 2010,manglobe
31780,kimi no kokoro wa kagayaiteru kai?,music,pg-13 - teens 13 or older,7.41,2684,unknown,sunrise
9733,the tv show,unknown,g - all ages,7.09,1760,unknown,
1337,dororon enma-kun,manga,pg-13 - teens 13 or older,6.3,360,fall 1973,toei animation
4320,lupin iii: green vs. red,unknown,pg-13 - teens 13 or older,6.7,2270,unknown,tms entertainment
33605,ling qi,web manga,pg-13 - teens 13 or older,7.13,9010,unknown,haoliners animation league
17100,nae ireumeun dokgotak,unknown,g - all ages,5.43,14,unknown,
3146,gr: giant robo,unknown,pg-13 - teens 13 or older,6.75,252,winter 2007,a.c.g.t.
31261,drill,original,g - all ages,4.72,83,unknown,
6654,namakura gatana,original,g - all ages,5.71,1780,unknown,
261,happy☆lesson: advance,manga,pg-13 - teens 13 or older,6.93,5031,summer 2003,studio hibari
4664,rurouni kenshin: special techniques,manga,pg-13 - teens 13 or older,7.38,2649,unknown,"studio gallop, studio deen"
22035,sore ike! anpanman: lyrical☆magical mahou no gakkou,unknown,pg - children,5.27,22,unknown,
37723,rokudou juku,original,g - all ages,4.23,13,unknown,
32626,kozaru no buranko,picture book,g - all ages,4.89,27,unknown,
8584,future war 198x-nen,unknown,pg-13 - teens 13 or older,6.22,193,unknown,"toei animation, studio world"
27741,shounen hollywood: holly stage for 50,novel,pg-13 - teens 13 or older,6.66,1404,winter 2015,zexcs
5996,tennis no ouji-sama: oshougatsu special,unknown,pg-13 - teens 13 or older,6.97,2538,unknown,production i.g
930,densetsu kyojin ideon,original,pg-13 - teens 13 or older,7.02,1641,spring 1980,sunrise
17391,senyuu. specials,web manga,pg-13 - teens 13 or older,7.15,6826,unknown,"ordet, lidenfilms"
22977,kaibutsu-kun: kaibutsu land e no shoutai,unknown,g - all ages,5.93,29,unknown,shin-ei animation
25099,"ore ga ojousama gakkou ni ""shomin sample"" toshite gets♥sareta ken",light novel,pg-13 - teens 13 or older,7.03,59823,fall 2015,silver link.
28051,kaeru san yuushi,original,g - all ages,4.93,122,unknown,
22865,rokujouma no shinryakusha!? (tv),light novel,pg-13 - teens 13 or older,7.29,51398,s light novel series of the same title.,sentai filmworks
4532,taiyou no yuusha fighbird,unknown,g - all ages,7.15,233,winter 1991,sunrise
23275,tsubu★doll,original,none,0,0,unknown,
3434,hey! bumboo,unknown,pg - children,6.14,395,spring 1985,nippon animation
15979,eureka seven ao: aratanari fukaki ao,original,pg-13 - teens 13 or older,6.22,1047,unknown,bones
26347,from osaka with cheer!,unknown,g - all ages,5.25,52,unknown,
616,nurse angel ririka sos,manga,pg - children,6.77,369,summer 1995,studio gallop
503,eien no aselia,visual novel,pg-13 - teens 13 or older,5.59,1187,unknown,
27683,sore ike! anpanman: rhythm de teasobi - anpanman to fushigi na parasol,picture book,pg - children,5.88,16,unknown,tms entertainment
35382,yuri!!! on ice: yuri plisetsky gpf in barcelona ex - welcome to the madness,original,pg-13 - teens 13 or older,8.12,8600,unknown,mappa
1919,urusei yatsura ova,manga,pg-13 - teens 13 or older,7.52,1199,unknown,"madhouse, studio deen, magic bus"
10260,eiyuu densetsu: sora no kiseki the animation,game,pg-13 - teens 13 or older,6.72,3760,unknown,kinema citrus
37764,kidou senshi gundam narrative,novel,pg-13 - teens 13 or older,0,0,unknown,
31139,ame-iro cocoa: rainy color e youkoso!,digital manga,pg - children,4.87,3274,fall 2015,emt²
145,kareshi kanojo no jijou,manga,pg-13 - teens 13 or older,7.64,47303,fall 1998,"gainax, j.c.staff"
2107,one piece movie 8: episode of alabasta - sabaku no oujo to kaizoku-tachi,manga,pg-13 - teens 13 or older,7.42,21816,unknown,toei animation
35402,an expression,original,g - all ages,3.85,165,unknown,
29445,gakkyuu ou yamazaki specials,unknown,g - all ages,5.77,13,unknown,
34893,ancien to mahou no tablet: mou hitotsu no hirune hime,original,g - all ages,6.31,166,unknown,signal. md
28817,mikagura gakuen kumikyoku (tv),light novel,pg-13 - teens 13 or older,6.8,24418,spring 2015,doga kobo
37710,idolish7 tokubetsu bangumi: kimi to furikaeranaito!,game,pg-13 - teens 13 or older,6.46,73,unknown,troyca
32366,gintama°: aizome kaori-hen,manga,pg-13 - teens 13 or older,8.5,16455,unknown,bandai namco pictures
30019,norakuro ittouhei,manga,g - all ages,5.27,66,unknown,
26247,mina no egao,unknown,g - all ages,6.46,13,unknown,
673,mai-hime specials,original,pg-13 - teens 13 or older,7.02,4824,unknown,sunrise
2521,haja kyosei g dangaiou,unknown,pg-13 - teens 13 or older,5.44,436,spring 2001,
36896,boku no hero academia the movie: futari no hero,manga,pg-13 - teens 13 or older,0,3,unknown,bones
1826,deltora quest,book,pg - children,7.08,4827,winter 2007,olm
2642,dorami-chan: a blue straw hat,unknown,g - all ages,5.39,41,unknown,
22585,nukko.,original,pg-13 - teens 13 or older,5.5,6,spring 2012,kachidoki studio
35913,qingwa wangguo: zhi bingdong da maoxian,original,pg - children,4.2,5,unknown,
1723,clannad movie,visual novel,pg-13 - teens 13 or older,7.32,64200,unknown,toei animation
1376,ojamajo doremi na-i-sho,unknown,g - all ages,7.78,2148,unknown,toei animation
4936,ninja hattori-kun,manga,g - all ages,6.9,1486,fall 1981,shin-ei animation
33478,uq holder!: mahou sensei negima! 2,manga,pg-13 - teens 13 or older,7.14,22309,fall 2017,j.c.staff
25641,monotonous purgatory,unknown,g - all ages,6.19,465,unknown,
208,r.o.d ova,light novel,pg-13 - teens 13 or older,7.75,26231,unknown,studio deen
25365,pokemon xy: koukoku no princess diancie,game,pg - children,6.36,1753,unknown,olm
2707,majime ni fumajime kaiketsu zorori,unknown,pg - children,6.93,162,winter 2005,ajia-do
22503,washimo,picture book,g - all ages,5.47,32,winter 2014,studio deen
11235,amagami ss+ plus,visual novel,pg-13 - teens 13 or older,7.56,54248,winter 2012,aic
29609,chinka,original,g - all ages,5.08,89,unknown,
36545,huyao xiao hongniang: qian yan,manga,pg-13 - teens 13 or older,7.7,607,unknown,haoliners animation league
28953,sougiya to inu,unknown,g - all ages,5.19,146,unknown,
18097,inazuma eleven go: galaxy,game,g - all ages,6.98,8354,spring 2013,olm
622,natsu-iro no sunadokei,visual novel,pg-13 - teens 13 or older,6.64,2923,unknown,
14231,akuemon,manga,pg-13 - teens 13 or older,6.21,334,unknown,tezuka productions
10351,tenchi muyou! ryououki 2nd season picture drama,original,pg-13 - teens 13 or older,7.09,2074,unknown,
17113,crayon shin-chan movie 21: bakauma! b-kyuu gourmet survival battle!!,manga,g - all ages,7.04,424,unknown,shin-ei animation
30382,aquarion logos,original,pg-13 - teens 13 or older,5.86,3492,summer 2015,satelight
12699,tales of gekijou,game,g - all ages,6.74,1284,unknown,sunrise
26159,shinken seminar koukou kouza,unknown,pg-13 - teens 13 or older,5.58,26,unknown,manglobe
37109,hakumei to mikochi: neji to bed to irori to bakuchi,manga,pg-13 - teens 13 or older,0,0,unknown,lerche
24459,tales of zestiria: doushi no yoake,game,pg-13 - teens 13 or older,7.48,15430,unknown,ufotable
33583,nana moon,original,pg - children,5.43,7,unknown,
2665,doraemon movie 07: nobita to tetsujin heidan,manga,pg - children,7.46,1079,unknown,
3808,futari daka,manga,g - all ages,6.18,67,fall 1984,kokusai eigasha
1289,kidou keisatsu patlabor: new ova,original,pg-13 - teens 13 or older,7.55,1845,unknown,sunrise
21201,teekyuu 2 specials,manga,pg-13 - teens 13 or older,6.65,4173,unknown,mappa
2108,rockman.exe axess,unknown,pg - children,7.25,5492,fall 2003,xebec
10765,hikaru no go: tokubetsu-hen - sabaki no ichikyoku! inishie no hana yo sake!!,manga,g - all ages,7.54,2280,unknown,studio pierrot
21013,marvel disk wars: the avengers,unknown,pg - children,6.06,957,spring 2014,toei animation
82,mobile suit gundam 0080: war in the pocket,original,pg-13 - teens 13 or older,7.87,16246,unknown,sunrise
10774,soccer fever,unknown,pg - children,6.39,61,spring 1994,
34336,glass no kamen desu ga to z specials,manga,pg-13 - teens 13 or older,4.39,18,unknown,
16245,seikimatsu leader gaiden takeshi!,unknown,g - all ages,6.31,26,unknown,
29731,beppu x peeping life,unknown,g - all ages,4.82,95,unknown,
301,cinderella boy,manga,pg-13 - teens 13 or older,6.35,1773,summer 2003,
2234,panda-z: the robonimation,unknown,pg - children,6.45,512,spring 2004,
33803,sengoku choujuu giga: kou,original,pg-13 - teens 13 or older,5.9,1541,fall 2016,ilca
34979,shounen ashibe: go! go! goma-chan 2,4-koma manga,g - all ages,5.81,165,spring 2017,"bridge, husio studio"
8546,"dr. slump movie 02: ""hoyoyo!"" uchuu daibouken",manga,pg-13 - teens 13 or older,6.57,279,unknown,toei animation
498,haja taisei dangaiou,original,pg-13 - teens 13 or older,6.23,1180,unknown,aic
6181,highway jenny,original,pg-13 - teens 13 or older,5.18,360,unknown,toei animation
29483,rainbow no anime bako,unknown,pg - children,4.5,24,unknown,
8357,himitsukessha taka no tsume the movie 3: http://takanotsume.jp wa eien ni,original,g - all ages,5.06,35,unknown,dle
11341,tantei opera milky holmes dai 2 maku,card game,pg-13 - teens 13 or older,7.27,5855,winter 2012,"j.c.staff, artland"
28401,q transformers: kaette kita convoy no nazo,unknown,pg-13 - teens 13 or older,5.63,147,winter 2015,dle
33209,huyao xiao hongniang: wangquan fugui,manga,pg-13 - teens 13 or older,7.67,2809,unknown,haoliners animation league
33150,detective conan: a written challenge from the pyramids!,unknown,pg-13 - teens 13 or older,6.68,72,unknown,
30103,precure all stars movie: haru no carnival♪ - ima koko kara,original,g - all ages,6.63,320,unknown,toei animation
28641,great rabbit,original,g - all ages,4.65,287,unknown,
23611,bunna yo ki kara orite koi,unknown,pg - children,5.91,11,unknown,
12771,youyou no neko tsumami,unknown,g - all ages,5.39,18,spring 1992,
2777,generation of chaos next: chikai no pendant,game,none,4,305,unknown,
5878,love position: halley densetsu,unknown,pg-13 - teens 13 or older,5.74,168,unknown,
29800,urameshi denwa,original,g - all ages,5.21,63,unknown,
2268,tatakae! chou robot seimeitai transformers,unknown,pg-13 - teens 13 or older,7.62,3528,summer 1985,toei animation
17821,stella jogakuin koutou-ka c³-bu,manga,pg-13 - teens 13 or older,6.57,16815,summer 2013,gainax
19923,anata ga furikaeru toki,other,pg-13 - teens 13 or older,5.38,37,unknown,
2424,"suteki desu wa, sakura-chan! tomoyo no cardcaptor sakura katsuyaku video nikki!",manga,g - all ages,7.61,10991,unknown,
6199,mai-otome zwei special,original,g - all ages,6.86,1065,unknown,sunrise
14537,cinnamon no parade,unknown,g - all ages,5.86,64,unknown,
7247,naked wolves,original,pg - children,6.08,92,spring 2009,
2757,juuni senshi bakuretsu eto ranger,original,pg-13 - teens 13 or older,6.95,325,spring 1995,shaft
29383,kai douryoku real,unknown,pg-13 - teens 13 or older,5.5,8,unknown,
10684,sore ike! anpanman: sukue! kokorin to kiseki no hoshi,unknown,pg - children,5.26,23,unknown,
13271,hunter x hunter movie 1: phantom rouge,manga,pg-13 - teens 13 or older,7.37,38086,unknown,madhouse
33692,shigeo wa handsome,original,pg - children,5.15,183,unknown,
22645,kero kero keroppi no sora wo tobetara,unknown,g - all ages,6.05,21,unknown,
34705,tejina shi,original,g - all ages,5.67,3,unknown,
18639,rinne no lagrange season 2 specials,original,pg-13 - teens 13 or older,6.39,635,unknown,xebec
